-5.44921	0.18089	
-5.44906	-0.0815782	
-5.4489	0.0320218	
-5.44874	0.196461	
-5.44859	0.276197	
-5.44843	0.348335	
-5.44827	0.44234	
-5.44812	0.412	
-5.44796	0.301689	
-5.4478	0.400533	
-5.44765	0.76895	
-5.44749	1.06396	
-5.44734	0.970789	
-5.44718	0.617765	
-5.44702	0.331651	
-5.44687	0.203882	
-5.44671	0.104641	
-5.44655	-0.0270956	
-5.4464	-0.108052	
-5.44624	-0.0755164	
-5.44609	0.0305024	
-5.44593	0.147285	
-5.44577	0.245593	
-5.44562	0.349392	
-5.44546	0.472971	
-5.4453	0.558279	
-5.44515	0.496908	
-5.44499	0.291193	
-5.44483	0.0815736	
-5.44468	-0.0765756	
-5.44452	-0.330103	
-5.44437	-0.710105	
-5.44421	-0.90586	
-5.44405	-0.63341	
-5.4439	-0.1061	
-5.44374	0.213506	
-5.44358	0.286204	
-5.44343	0.485365	
-5.44327	0.893404	
-5.44312	1.08819	
-5.44296	0.79875	
-5.4428	0.304973	
-5.44265	-0.00785912	
-5.44249	-0.101018	
-5.44233	-0.024455	
-5.44218	0.380401	
-5.44202	1.11188	
-5.44186	1.66011	
-5.44171	1.51738	
-5.44155	0.912746	
-5.4414	0.544525	
-5.44124	0.658336	
-5.44108	0.849829	
-5.44093	0.797476	
-5.44077	0.726289	
-5.44061	0.91287	
-5.44046	1.13144	
-5.4403	0.910444	
-5.44014	0.239848	
-5.43999	-0.334292	
-5.43983	-0.365512	
-5.43968	-0.00494023	
-5.43952	0.257219	
-5.43936	0.219303	
-5.43921	0.102774	
-5.43905	0.136999	
-5.43889	0.250914	
-5.43874	0.26242	
-5.43858	0.195977	
-5.43843	0.193143	
-5.43827	0.250016	
-5.43811	0.277525	
-5.43796	0.363854	
-5.4378	0.691889	
-5.43764	1.18811	
-5.43749	1.51292	
-5.43733	1.48729	
-5.43717	1.32527	
-5.43702	1.26822	
-5.43686	1.2089	
-5.43671	0.87759	
-5.43655	0.315314	
-5.43639	-0.075731	
-5.43624	-0.0488246	
-5.43608	0.0998197	
-5.43592	-0.110062	
-5.43577	-0.62373	
-5.43561	-0.74756	
-5.43546	0.000540373	
-5.4353	1.10051	
-5.43514	1.51157	
-5.43499	0.964196	
-5.43483	0.29251	
-5.43467	0.273378	
-5.43452	0.635698	
-5.43436	0.650887	
-5.4342	0.262335	
-5.43405	-0.00440277	
-5.43389	0.0056271	
-5.43374	-0.0283964	
-5.43358	-0.146768	
-5.43342	0.0390729	
-5.43327	0.607564	
-5.43311	1.09524	
-5.43295	1.1805	
-5.4328	1.02566	
-5.43264	0.794546	
-5.43249	0.418872	
-5.43233	0.0599645	
-5.43217	0.138286	
-5.43202	0.594012	
-5.43186	0.74797	
-5.4317	0.327085	
-5.43155	-0.0417871	
-5.43139	0.131361	
-5.43123	0.33548	
-5.43108	-0.0471408	
-5.43092	-0.555208	
-5.43077	-0.279188	
-5.43061	0.655803	
-5.43045	1.20787	
-5.4303	0.947808	
-5.43014	0.526608	
-5.42998	0.574486	
-5.42983	0.925797	
-5.42967	1.18319	
-5.42952	1.30117	
-5.42936	1.30873	
-5.4292	1.07788	
-5.42905	0.727135	
-5.42889	0.728485	
-5.42873	1.21422	
-5.42858	1.6183	
-5.42842	1.43689	
-5.42826	0.976912	
-5.42811	0.876949	
-5.42795	1.17141	
-5.4278	1.34026	
-5.42764	1.16323	
-5.42748	0.993601	
-5.42733	1.15612	
-5.42717	1.4603	
-5.42701	1.48843	
-5.42686	1.11783	
-5.4267	0.567787	
-5.42655	0.0692395	
-5.42639	-0.306728	
-5.42623	-0.527589	
-5.42608	-0.484762	
-5.42592	-0.157824	
-5.42576	0.190259	
-5.42561	0.178629	
-5.42545	-0.221312	
-5.42529	-0.554394	
-5.42514	-0.3831	
-5.42498	0.176459	
-5.42483	0.608353	
-5.42467	0.622128	
-5.42451	0.389543	
-5.42436	0.210802	
-5.4242	0.181876	
-5.42404	0.227052	
-5.42389	0.252793	
-5.42373	0.192508	
-5.42358	0.0517891	
-5.42342	-0.0655812	
-5.42326	-0.110305	
-5.42311	-0.231441	
-5.42295	-0.552388	
-5.42279	-0.831645	
-5.42264	-0.675179	
-5.42248	-0.126415	
-5.42232	0.271398	
-5.42217	0.164074	
-5.42201	-0.147793	
-5.42186	-0.159007	
-5.4217	0.176574	
-5.42154	0.498055	
-5.42139	0.604619	
-5.42123	0.658399	
-5.42107	0.84042	
-5.42092	1.05861	
-5.42076	1.10073	
-5.4206	0.932632	
-5.42045	0.764823	
-5.42029	0.823655	
-5.42014	1.08409	
-5.41998	1.27973	
-5.41982	1.22552	
-5.41967	1.04984	
-5.41951	0.985852	
-5.41935	0.994786	
-5.4192	0.840564	
-5.41904	0.554661	
-5.41889	0.495951	
-5.41873	0.815658	
-5.41857	1.13967	
-5.41842	1.05438	
-5.41826	0.723746	
-5.4181	0.714515	
-5.41795	1.27733	
-5.41779	2.03554	
-5.41763	2.38233	
-5.41748	2.01739	
-5.41732	1.13005	
-5.41717	0.214548	
-5.41701	-0.310593	
-5.41685	-0.401373	
-5.4167	-0.285112	
-5.41654	-0.0458313	
-5.41638	0.450554	
-5.41623	1.0906	
-5.41607	1.30459	
-5.41592	0.705855	
-5.41576	-0.242984	
-5.4156	-0.667526	
-5.41545	-0.314831	
-5.41529	0.262654	
-5.41513	0.516674	
-5.41498	0.392891	
-5.41482	-0.0274495	
-5.41466	-0.724396	
-5.41451	-1.34472	
-5.41435	-1.2306	
-5.4142	-0.296673	
-5.41404	0.577074	
-5.41388	0.606704	
-5.41373	0.192179	
-5.41357	0.289904	
-5.41341	0.940338	
-5.41326	1.21641	
-5.4131	0.676574	
-5.41295	0.0394923	
-5.41279	0.12566	
-5.41263	0.753492	
-5.41248	1.15916	
-5.41232	1.08029	
-5.41216	0.922802	
-5.41201	1.0762	
-5.41185	1.50181	
-5.41169	1.89141	
-5.41154	1.90675	
